type_host,host_species,host_auth,host_order,host_family,invalid_host,host_ref,family,generic,genus,genus_ref,genus_type,genus_type_ref,specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref,genus_syn,genus_syn_ref,genus_new_syn
*,Limosa limosa,L.) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,spinulosus,spinulosus,"Piaget, 1880:563",Colpocephalum,,,,,,,,,,
*,Calidris alba,Pallas) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,spinulosus minor,umbrinus,,Colpocephalum,,,,spinulosus minor,"Kellogg & Chapman, 1899:112",,,,,
*,Arenaria interpres morinella,L.) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,spinulosus obscurus,bicolor,,Colpocephalum,,,,spinulosus obscurus,"Carriker {& Shull}, 1910:52",,,,,
*,Gallinago gallinago delicata,Ord) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,stictus,stictus,"Kellogg & Paine, 1911b:77",Colpocephalum,,,,,,,,,,
*,Ceryle alcyon,,,,? host,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,subpustulatus,unidentifiable,,Colpocephalum,,subpustulatus,,,,,,,,
*,Chlidonias nigra,L.) ,Charadri.,Lar.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,piceus,piceus,"REF: Hopkins & Clay, 1952:24",,,,,,,,,,,
*,Vanellus vanellus,L.) ,Charadri.,Charadri.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,svobodae,gracilis,,,,svobodae,"Emerson, 1972b:17",,,,,,,
*,Burhinus oedicnemus,L.) ,Charadri.,Burhin.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,tetralicis,tetralicis,"Clay, 1962a:206",,,,,,,,,,,
,Burhinus senegalensis,Swainson) ,Charadri.,Burhin.,,"Clay, 1962a:208",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,tetralicis,tetralicis,"Clay, 1962a:206",,,,,,,,,,,
*,Arenaria melanocephala,Vigors) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,tigrus,bicolor,,Colpocephalum,,tigrus,"Emerson, 1972b:16",,,,,,,
*,Pluvialis dominica,Müller) ,Charadri.,Charadri.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,timidus,ochraceus,,Colpocephalum,,timidus,"Emerson, 1972b:19",,,,,,,
,Tringa erythropus,Pallas) ,Charadri.,Scolopac.,,"Clay, 1962a:215",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,totani,totani,"Schrank, 1803:191",Pediculus,,,,,,,,,,
,Tringa flavipes,Gmelin) ,Charadri.,Scolopac.,,"Emerson, 1972b:22",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,totani,totani,"Schrank, 1803:191",Pediculus,,,,,,,,,,
,Tringa glareola,L.,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,totani,totani,"Schrank, 1803:191",Pediculus,,,,,,,,,,
,Tringa stagnatilis,Bechstein) ,Charadri.,Scolopac.,,"Clay, 1962a:215",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,totani,totani,"Schrank, 1803:191",Pediculus,,,,,,,,,,
*,Tringa totanus,L.),Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,totani,totani,"Schrank, 1803:191",Pediculus,,,,,,,,,,
*,Calidris minuta,Leisler) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,trilobatus,umbrinus,,Colpocephalum,,trilobatus,"Emerson, 1972b:22",,,,,,,
,Actitis macularia,L.) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris acuminata,Horsfield) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris alba,Pallas) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris alpina,L.) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris bairdii,Coues) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris canutus,L.) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
*,Calidris ferruginea,Pontoppidan),Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris fuscicollis,Vieillot) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris maritima,Brünnich) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris mauri,Cabanis) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris melanotos,Vieillot) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris minuta,Leisler) ,Charadri.,Scolopac.,,"Emerson, 1972b:22",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris minutilla,Vieillot) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris ptilocnemis,Coues) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris pusilla,L.) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris ruficollis,Pallas) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris subminuta,Middendorff),Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris temminckii,Leisler),Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Calidris tenuirostris,Horsfield) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Micropalama himantopus,Bonaparte) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Phalaropus fulicarius,L.) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Phalaropus lobatus,L.) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Phalaropus tricolor,Vieillot) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
,Tryngites subruficollis,Vieillot) ,Charadri.,Scolopac.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,"Burm., 1838:438",Colpocephalum,,,,,,,,,,
*,Calidris ferruginea,Pontoppidan) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrinus,umbrinus,,Colpocephalum,,umbrinus,"Emerson, 1972b:22",,,,,,,
*,Calidris ferruginea,Pontoppidan) ,Charadri.,Scolopac.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,umbrosus,umbrinus,,Colpocephalum,,umbrosus,"Clay, 1962a:212",,,,,,,
*,Recurvirostra americana,Gmelin ,Charadri.,Recurvirostr.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,uniformis,uniseriatus,,Colpocephalum,,uniformis,"Emerson, 1972b:23",,,,,,,
,Recurvirostra americana,Gmelin ,Charadri.,Recurvirostr.,,"Emerson, 1972b:23",MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,uniseriatus,uniseriatus,"Piaget, 1880:562",Colpocephalum,,,,,,,,,,
*,Recurvirostra avosetta,L.,Charadri.,Recurvirostr.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,uniseriatus,uniseriatus,"Piaget, 1880:562",Colpocephalum,,,,,,,,,,
,Recurvirostra novaehollandiae,Vieillot,Charadri.,Recurvirostr.,,,MENOPONIDAE,Actornithophilus,Actornithophilus,"Ferris, 1916:303",Colpocephalum uniseriatum,Piaget,uniseriatus,uniseriatus,"Piaget, 1880:562",Colpocephalum,,,,,,,,,,
*,Agapornis roseicollis,Vieillot) ,Psittac.,Psittac.,,,MENOPONIDAE,Afrimenopon,Afrimenopon,"Price, 1970c:372",Franciscoloa waar,Eichler,waar,waar,"Eichler, 1947b:135",Franciscoloa,,,,,,,,,,
*,Aburria aburri,Lesson) ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,aburris,aburris,"Carriker, 1950c:502 ",,Cracimenopon,,,,,,,,,
,Chamaepetes goudotii,Lesson) ,Gall.,Crac.,,"Scharf & Emerson, 1984:887",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,aburris,aburris,"Carriker, 1950c:502 ",,Cracimenopon,,,,,,,,,
,Penelope marail,Müller) ,Gall.,Crac.,,"Scharf & Emerson, 1984:887",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,aburris,aburris,"Carriker, 1950c:502 ",,Cracimenopon,,,,,,,,,
,Penelope obscura,Temminck ,Gall.,Crac.,,"Scharf & Emerson, 1984:887",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,aburris,aburris,"Carriker, 1950c:502 ",,Cracimenopon,,,,,,,,,
*,Francolinus castaneicollis castaneicollis,Salvadori ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,aethiopica,powelli,,,,aethiopica,"Scharf & Price, 1983:443",,,,,,,
*,Afropavo congensis,Chapin ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,afropavo,afropavo,"Benoit, 1962:20 ",,Argimenopon,,,,,,,,,
*,Agelastes meleagrides,Bonaparte ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,agelastes,agelastes,"Tendeiro, 1965b:40 ",,Argimenopon,,,,,,,,,
*,Phasidus niger,Cassin ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,borgesferreirai,borgesferreirai,"Tendeiro, 1980d:90 ",,Argimenopon,,,,,,,,,
*,Ortalis motmot caquetae,Chapman ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,caquetae,caquetae,"Carriker, 1967d:41",Cracimenopon,Cracimenopon,,,,,,,,,
*,Odontophorus melanonotus,Gould ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,complicata,complicata,"Carriker, 1967c:35",Desumenopon,Desumenopon,,,,,,,,,
,Crax globulosa,Spix ,Gall.,Crac.,,"Hopkins & Clay, 1952:28",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,cracis,cracis,"Giebel, 1866:391",Menopon,Cracimenopon,,,,,,,,,
*,Crax rubrirostris,,Gall.,Crac.,? ID,"Hopkins & Clay, 1952:28",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,cracis,cracis,"Giebel, 1866:391",Menopon,Cracimenopon,,,,,,,,,
,Numida meleagris,L.) ,Gall.,Phasian.,,"Scharf & Price, 1977:820",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,desousai,desousai,"Kéler, 1952c:29",Menacanthus,Numidimenopon,,,,,,,,,
*,Numida meleagris mitrata,Pallas,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,desousai,desousai,"Kéler, 1952c:29",Menacanthus,Numidimenopon,,,,,,,,,
*,Arborophila brunneopectus erythrophrys,Sharp ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,elbeli,elbeli,"Emerson & Stojanovich, 1963:263 ",,Amyrsidea,,,,,,,,,
,Arborophila cambodiana,Delacour & Jabouille,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,elbeli,elbeli,"Emerson & Stojanovich, 1963:263 ",,Amyrsidea,,,,,,,,,
,Arborophila rufogularis,Blyth) ,Gall.,Phasian.,,"Scharf & Price, 1977:819",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,elbeli,elbeli,"Emerson & Stojanovich, 1963:263 ",,Amyrsidea,,,,,,,,,
,Arborophila torqueola,Valenciennes) ,Gall.,Phasian.,,"Scharf & Price, 1977:819",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,elbeli,elbeli,"Emerson & Stojanovich, 1963:263 ",,Amyrsidea,,,,,,,,,
,Ithaginis cruentus,Hardwicke) ,Gall.,Phasian.,,"Scharf & Price, 1977:819",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,elbeli,elbeli,"Emerson & Stojanovich, 1963:263 ",,Amyrsidea,,,,,,,,,
*,Francolinus sephaena sephaena,Smith) ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,francolinus,francolinus,"Bedford, 1920a:712",Menopon,Argimenopon,,,,,,,,,
*,Coturnix coturnix,L.) ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,fulvomaculata,fulvomaculata,"Denny, 1842:199",Menopon,Argimenopon,,,,,,,,,
*,Ortalis garrula garrula,Humboldt) ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,garruli,garruli,"Carriker, 1950c:506 ",,Cracimenopon,,,,,,,,,
,Ortalis garrula mira,Griscom ,Gall.,Crac.,,"Scharf & Emerson, 1984:886",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,garruli,garruli,"Carriker, 1950c:506 ",,Cracimenopon,,,,,,,,,
,Ortalis ruficauda,Jardine ,Gall.,Crac.,,"Scharf & Emerson, 1984:886",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,garruli,garruli,"Carriker, 1950c:506 ",,Cracimenopon,,,,,,,,,
,Odontophorus colombianus,Gould) ,Gall.,Phasian.,,"Scharf & Emerson, 1983:101",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,gujanensis,gujanensis,"Carriker, 1950c:509 ",,Desumenopon,,,,,,,,,
*,Odontophorus gujanensis gujanensis,Gmelin),Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,gujanensis,gujanensis,"Carriker, 1950c:509 ",,Desumenopon,,,,,,,,,
*,Phasianus colchicus,L. ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,hexapilosus,perdicis,,Menopon,,hexapilosus,"Scharf & Price, 1983:446",,,,,,,
*,Tetraogallus himalayensis himalayensis,Gray ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,himalayensis,tetraogalli,,,,himalayensis,,,,,,,,
*,Ortalis motmot colombiana,Hellmayr ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,huilensis,caquetae,,Cracimenopon,,huilensis,"Scharf & Emerson, 1984:883",,,,,,,
*,Odontophorus hyperythrus,Gould ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,hyperythra,hyperythra,"Carriker, 1954d:25",Desumenopon,Desumenopon,,,,,,,,,
*,Lophophorus impeyanus,Latham) ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,impejani,impejani,"Scharf {& Price}, 1983:445 ",,Argimenopon,,,,,,,,,
*,Penelope jacquacu jacquacu,Spix ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,jacquacu,jacquacu,"Carriker, 1950c:502 ",,Cracimenopon,,,,,,,,,
*,Tetrao parvirostris,Bonaparte ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,jacutica,jacutica,"Fedorenko & Vasjukova, 1981:109 ",,Argimenopon,,,,,,,,,
,Dendragapus falcipennis,Hartlaub) ,Gall.,Phasian.,,"Scharf & Price, 1983:445",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lagopi,lagopi,"Grube, 1851:491",Menopon,Argimenopon,,,,,,,,,
,Lagopus lagopus,L.) ,Gall.,Phasian.,,"Scharf & Price, 1983:445",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lagopi,lagopi,"Grube, 1851:491",Menopon,Argimenopon,,,,,,,,,
*,Lagopus mutus pleskei,Serebrovsky,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lagopi,lagopi,"Grube, 1851:491",Menopon,Argimenopon,,,,,,,,,
,Tetrao tetrix,L. ,Gall.,Phasian.,,"Scharf & Price, 1983:445",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lagopi,lagopi,"Grube, 1851:491",Menopon,Argimenopon,,,,,,,,,
,Tetrao urogallus,L. ,Gall.,Phasian.,,"Scharf & Price, 1983:445",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lagopi,lagopi,"Grube, 1851:491",Menopon,Argimenopon,,,,,,,,,
*,Tetrao urogallus,L. ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,latifasciata,lagopi,,Menopon,,latifasciata,"Scharf & Price, 1983:445",,,,,,,
*,Megapodius reinwardt forstenii,Gray ,Gall.,Megapodi.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lativulvata,lativulvata,"Piaget, 1880:465",Menopon,Argimenopon,,,,,,,,,
,Guttera edouardi,Hartlaub) ,Gall.,Phasian.,,"Scharf & Price, 1977:820",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lopesi,lopesi,"Tendeiro, 1954a:19",Menopon,Numidimenopon,,,,,,,,,
*,Guttera edouardi edouardi,Hartlaub),Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,lopesi,lopesi,"Tendeiro, 1954a:19",Menopon,Numidimenopon,,,,,,,,,
*,Crax rubrirostris,,,,? ID,"Hopkins & Clay, 1952:28",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,macropus,cracis,,Menopon,,macropus,"Hopkins & Clay, 1952:28",,,,,,,
*,Perdix perdix,L.) ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,megalosoma,perdicis,,Menopon,,megalosoma,"Scharf & Price, 1983:446",,,,,,,
*,Phasianus colchicus,L. ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,megalosoma,perdicis,,Menopon,,megalosoma,"Scharf & Price, 1983:446",,,,,,,
*,Pavo cristatus,L. ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,minuta,minuta,"Emerson, 1961b:117 ",,Argimenopon,,,,,,,,,
,Pavo muticus,L. ,Gall.,Phasian.,,"Scharf & Price, 1983:448",MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,minuta,minuta,"Emerson, 1961b:117 ",,Argimenopon,,,,,,,,,
*,Ortalis garrula mira,Griscom ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,mirae,garruli,,Cracimenopon,,mirae,"Scharf & Emerson, 1984:886",,,,,,,
*,Crax mitu,L. ,Gall.,Crac.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,mituensis,mituensis,"Carriker, 1954d:22",Cracimenopon,Cracimenopon,,,,,,,,,
*,Lophura nycthemera,L.) ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,monostoecha,subaequale,,Menopon,,monostoecha,"Scharf & Price, 1983:448",,,,,,,
*,Megapodius cumingii,Dillwyn ,Gall.,Megapodi.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,nicobariensis,nicobariensis,"Scharf {& Price}, 1983:441 ",,Argimenopon,,,,,,,,,
*,Tetrao tetrix,L. ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,obstinata,lagopi,,,,obstinata,"Scharf & Price, 1983:444",,,,,,,
*,Caloperdix oculea oculea,Temminck) ,Gall.,Phasian.,,,MENOPONIDAE,Amyrsidea,Amyrsidea,"Ewing, 1927:90",Menopon ventrale,Nitzsch,oculeae,oculeae,"Price & Elbel, 1969:336 ",,Amyrsidea,,,,,,,,,
